country,summary,country_code(ISO3166),area(sq_km),commencement,continent,languages,no_of_language,vitality,families
Brazil,"Brazil is a country in the Americas that is home to 213,993,000 people. It is also home to 202 living indigenous languages. It was also home to 22 indigenous languages that are now extinct. In addition, 17 living non-indigenous languages are established within the country. One of these, Portuguese, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",BR,8358140,1945,South America,"dict_keys(['Acroá', 'Agavotaguerra', 'Aikanã', 'Akuntsu', 'Alapmunte', 'Amahuaca', 'Amanayé', 'Amundava', 'Anambé', 'Apalaí', 'Apiaká', 'Apinagé', 'Apurinã', 'Arapaso', 'Ararandewára', 'Araweté', 'Arikapú', 'Arikem', 'Arutani', 'Aruá', 'Asurini_of_Xingú', 'Atorada', 'Aurá', 'Avá-Canoeiro', 'Awetí', 'Bakairí', 'Borôro', 'Brazilian_Sign_Language', 'Cafundo_Creole', 'Canela', 'Chiquitano', 'Chiripá', 'Cinta_Larga', 'Cubeo', 'Dení', 'Desano', 'Dâw', 'Enawené-Nawé', 'Gavião_do_Jiparaná', 'Guajajára', 'Guajá', 'Guana', 'Guató', 'Himarimã', 'Hixkaryána', 'Hunsrik', 'Hupdë', 'Iatê', 'Ikpeng', 'Ingarikó', 'Irántxe', 'Jabutí', 'Jamamadí', 'Jaminawa', 'Jurúna', 'Júma', 'Kaapor', 'Kaapor_Sign_Language', 'Kadiwéu', 'Kaimbé', 'Kaingang', 'Kaiwá', 'Kamakan', 'Kamayurá', 'Kambiwá', 'Kanamarí', 'Kanoé', 'Kapinawá', 'Karajá', 'Karapanã', 'Karipuna', 'Karipuna_French_Creole', 'Karirí-Xocó', 'Karitiâna', 'Karo', 'Katawixi', 'Katukína', 'Kaxararí', 'Kaxinawá', 'Kaxuiâna', 'Kayabí', 'Kayapó', 'Kepkiriwát', 'Koripako', 'Koropó', 'Korubo', 'Krahô', 'Krenak', 'Kreye', 'Krikati-Timbira', 'Kuikúro-Kalapálo', 'Kulina', 'Kulina_Pano', 'Kuruáya', 'Kwaza', 'Lakondê', 'Latundê', 'Machinere', 'Macuna', 'Macushi', 'Makuráp', 'Mamaindê', 'Mapidian', 'Maquiritari', 'Maritsauá', 'Marubo', 'Matipuhy', 'Mato_Grosso_Arára', 'Matsés', 'Matís', 'Maxakalí', 'Mbyá_Guaraní', 'Mehináku', 'Miriti', 'Mondé', 'Morerebi', 'Mundurukú', 'Máku', 'Nadëb', 'Nhengatu', 'Ninam', 'Nukuini', 'Ofayé', 'Oro_Win', 'Oti', 'Otuke', 'Pakaásnovos', 'Palikúr', 'Panará', 'Pankararé', 'Pankararú', 'Panoan_Katukína', 'Parakanã', 'Paranawát', 'Parecís', 'Pará_Arára', 'Pará_Gavião', 'Pataxó_Hã-Ha-Hãe', 'Paumarí', 'Pemon', 'Pirahã', 'Piratapuyo', 'Pokangá', 'Pomeranian', 'Potiguára', 'Poyanáwa', 'Puri', 'Puruborá', 'Rikbaktsa', 'Sabanê', 'Sakirabiá', 'Salumá', 'Sanumá', 'Sateré-Mawé', 'Shanenawa', 'Sikiana', 'Siriano', 'Southern_Nambikuára', 'Suruahá', 'Suruí', 'Suruí_do_Pará', 'Suyá', 'São_Paulo_Kaingáng', 'Tapirapé', 'Tariana', 'Tawandê', 'Tembé', 'Tenharim', 'Terêna', 'Ticuna', 'Tingui-Boto', 'Tocantins_Asurini', 'Torá', 'Tremembé', 'Trió', 'Truká', 'Trumai', 'Tucano', 'Tukumanféd', 'Tuparí', 'Tupinambá', 'Tupinikin', 'Turiwára', 'Tuxináwa', 'Tuxá', 'Tuyuca', 'Uamué', 'Ucayali-Yurúa_Ashéninka', 'Umotína', 'Uru-Eu-Wau-Wau', 'Uru-Pa-In', 'Urumi', 'Waimaha', 'Waimiri-Atroarí', 'Waiwai', 'Wajiara', 'Wakoná', 'Wanano', 'Wapishana', 'Warekena', 'Wasu', 'Waurá', 'Wayampi', 'Wayana', 'Wayoró', 'Wiraféd', 'Xakriabá', 'Xavánte', 'Xerénte', 'Xetá', 'Xipaya', 'Xiriâna', 'Xokleng', 'Xukurú', 'Yabaâna', 'Yalakalore', 'Yanomamö', 'Yanomámi', 'Yaroamë', 'Yawalapití', 'Yawanawa', 'Yuhup', 'Zo é'])",223,"['Institutional', '2', 'Stable', '73', 'Endangered', '127', 'Extinct', '22']","dict_keys(['Tupian', 'Language isolate', 'Maipurean', 'Cariban', 'Jean', 'Panoan', 'Tucanoan', 'Unclassified', 'Nambikwara', 'Arauan', 'Yanomaman', 'Puinavean', 'Bororoan', 'Chapacuran', 'Katukinan', 'Creole', 'Indo-European', 'Jabutian', 'Maxakalian', 'Purian', 'Sign language', 'Botocudoan', 'Guaykuruan', 'Kamakanan', 'Karajá', 'Muran'])"
Brunei,"Brunei is a country in Asia that is home to 437,000 people. It is also home to 7 living indigenous languages. In addition, 10 living non-indigenous languages are established within the country. Two of these, English and Standard Malay, are the official languages of the country.",BN,5270,1984,Asia,"dict_keys(['Belait', 'Brunei', 'Brunei_Bisaya', 'Eastern_Penan', 'Iban', 'Lundayeh', 'Tutong'])",7,"['Institutional', '1', 'Stable', '3', 'Endangered', '3', 'Extinct', '0']",dict_keys(['Austronesian'])
Bulgaria,"Bulgaria is a country in Europe that is home to 6,520,000 people. It is also home to 4 living indigenous languages. One of these, Bulgarian, is the official language of the country. In addition, 12 living non-indigenous languages are established within the country. In formal education, 2 indigenous languages are used as languages of instruction.",BG,108560,1955,Europe,"dict_keys(['Bulgarian', 'Bulgarian_Sign_Language', 'Macedonian', 'Turkish'])",4,"['Institutional', '1', 'Stable', '2', 'Endangered', '1', 'Extinct', '0']","dict_keys(['Indo-European', 'Sign language', 'Turkic'])"
Burkina_Faso,"Burkina Faso is a country in Africa that is home to 21,497,000 people. It is also home to 66 living indigenous languages. In addition, 5 living non-indigenous languages are established within the country. One of these, French, is the official language of the country. In formal education, 1 indigenous language is used as a language of instruction.",BF,273600,1960,Africa,"dict_keys(['Biali', 'Bisa', 'Bolon', 'Bomu', 'Buamu', 'Cerma', 'Cwi_Bwamu', 'Dagaari_Dioula', 'Dogoso', 'Dogosé', 'Dyan', 'Dzùùngoo', 'Eastern_Karaboro', 'Gourmanchéma', 'Jalkunan', 'Jamsay_Dogon', 'Jula', 'Kaansa', 'Kalamsé', 'Kasem', 'Khe', 'Khisa', 'Kidal_Tamasheq', 'Konabéré', 'Koromfé', 'Kpeego', 'Kusaal', 'Lobi', 'Lyélé', 'Láá_Láá_Bwamu', 'Malba_Birifor', 'Marka', 'Matya_Samo', 'Maya_Samo', 'Moba', 'Moore', 'Nanerigé_Sénoufo', 'Natioro', 'Ninkare', 'Northeastern_Burkina_Faso_Fulfulde', 'Northern_Dagara', 'Northern_Nuni', 'Northern_Toussian', 'Paleni', 'Pana', 'Phuie', 'Seeku', 'Senara_Sénoufo', 'Siamou', 'Sininkere', 'Sissala', 'Songhay', 'Southern_Bobo_Madaré', 'Southern_Nuni', 'Southern_Samo', 'Southern_Toussian', 'Sìcìté_Sénoufo', 'Tiéfo', 'Tomo_Kan_Dogon', 'Turka', 'Viemo', 'Wara', 'Western_Karaboro', 'Winyé', 'Zarma'])",65,"['Institutional', '2', 'Stable', '55', 'Endangered', '9', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Nilo-Saharan', 'Afro-Asiatic'])"
Burundi,"Burundi is a country in Africa that is home to 12,255,000 people. It is also home to 2 living indigenous languages. One of these, Rundi, is the official language of the country. In addition, 2 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",BI,25680,1962,Africa,"dict_keys(['Burundian_Sign_Language', 'Rundi'])",2,"['Institutional', '1', 'Stable', '1', 'Endangered', '0', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Sign language'])"
Côte_dIvoire,"Côte dIvoire is a country in Africa that is home to 27,054,000 people. It is also home to 76 living indigenous languages. It was also home to 3 indigenous languages that are now extinct. In addition, 12 living non-indigenous languages are established within the country. One of these, French, is the official language of the country.",CI,318000,1960,Africa,"dict_keys(['Abidji', 'Abron', 'Abure', 'Abé', 'Adioukrou', 'Alladian', 'Anyin', 'Anyin_Morofo', 'Aproumu_Aizi', 'Attié', 'Avikam', 'Bakwé', 'Bambara', 'Baoulé', 'Beng', 'Beti', 'Bondoukou_Kulango', 'Bouna_Kulango', 'Cebaara_Sénoufo', 'Cerma', 'Daho-Doo', 'Daloa_Bété', 'Dan', 'Djimini_Sénoufo', 'Ega', 'Esuma', 'Gagnoa_Bété', 'Gban', 'Gbin', 'Glio-Oubi', 'Godié', 'Goo', 'Guiberoua_Bété', 'Guro', 'Guébie', 'Jeri_Kuo', 'Jula', 'Khisa', 'Kla-Dan', 'Kodia', 'Koro', 'Kouya', 'Koyaga', 'Krobu', 'Lakota_Dida', 'Lobi', 'Loma', 'Mahou', 'Mbato', 'Mbre', 'Mobumrin_Aizi', 'Mwan', 'Neyo', 'Ngen', 'Nyabwa', 'Nyarafolo_Sénoufo', 'Nzema', 'Plapo_Krumen', 'Pye_Krumen', 'Shempire_Sénoufo', 'Southern_Birifor', 'Tagwana_Sénoufo', 'Tchaman', 'Tepo_Krumen', 'Tiagbamrin_Aizi', 'Tonjon', 'Toura', 'Téén', 'Wan', 'Wané', 'Western_Krahn', 'Wojenaka', 'Worodougou', 'Wè_Northern', 'Wè_Southern', 'Wè_Western', 'Yaouré', 'Yocoboué_Dida'])",78,"['Institutional', '2', 'Stable', '60', 'Endangered', '14', 'Extinct', '3']",dict_keys(['Niger-Congo'])
Cape_Verde_Islands,"Cape Verde Islands is a country in Africa that is home to 556,000 people. It is also home to 1 living indigenous language, Kabuverdianu. In addition, 1 non-indigenous language, Portuguese, is established within the country. It is the official language.",CV,4030,1962,Africa,dict_keys(['Kabuverdianu']),1,"['Institutional', '1', 'Stable', '0', 'Endangered', '0', 'Extinct', '0']",dict_keys(['Creole'])
Cambodia,"Cambodia is a country in Asia that is home to 16,719,000 people. It is also home to 21 living indigenous languages. One of these, Khmer, is the official language of the country. In addition, 7 living non-indigenous languages are established within the country. In formal education, 1 indigenous language is used as a language of instruction.",KH,176520,1955,Asia,"dict_keys(['Brao', 'Bulo_Stieng', 'Cambodian_Sign_Language', 'Central_Mnong', 'Chung', 'Jarai', 'Kachok', 'Kavet', 'Khmer', 'Kraol', 'Krung', 'Kuay', 'Lao', 'Mel-Khaonh', 'Pear', 'Samre', 'Somray', 'Suung', 'Tampuan', 'Thai', 'Western_Cham'])",21,"['Institutional', '1', 'Stable', '10', 'Endangered', '10', 'Extinct', '0']","dict_keys(['Austro-Asiatic', 'Austronesian', 'Kra-Dai', 'Sign language'])"
Cameroon,"Cameroon is a country in Africa that is home to 26,546,000 people. It is also home to 273 living indigenous languages. It was also home to 9 indigenous languages that are now extinct. In addition, 6 living non-indigenous languages are established within the country. Two of these, English and French, are the official languages of the country. In formal education, 5 indigenous languages are used as languages of instruction.",CM,472710,1960,Africa,"dict_keys(['Adamawa_Fulfulde', 'Afade', 'Aghem', 'Ajumbu', 'Akoose', 'Akum', 'Ambele', 'Atong', 'Awing', 'Babanki', 'Bafanji', 'Bafaw-Balong', 'Bafia', 'Bafut', 'Baka', 'Bakaka', 'Bakoko', 'Bakole', 'Baldemu', 'Balo', 'Bamali', 'Bambalang', 'Bambili-Bambui', 'Bamenyam', 'Bamukumbit', 'Bamun', 'Bamunka', 'Bana', 'Bangandu', 'Bangolan', 'Bankon', 'Barombi', 'Basaa', 'Bassossi', 'Bata', 'Batanga', 'Bati', 'Beba', 'Bebele', 'Bebil', 'Beezen', 'Befang', 'Bekwel', 'Bikya', 'Bishuo', 'Bitare', 'Bokyi', 'Bomwali', 'Bonkeng', 'Bubia', 'Buduma', 'Bulu', 'Bum', 'Bung', 'Busam', 'Busuu', 'Buwal', 'Byep', 'Caka', 'Cameroon_Mambila', 'Cameroon_Pidgin', 'Chung', 'Cuvok', 'Daba', 'Dama', 'Dek', 'Denya', 'Dii', 'Dimbong', 'Doyayo', 'Duala', 'Dugun', 'Dugwor', 'Duli-Gey', 'Durop', 'Duupa', 'Efai', 'Ejagham', 'Elip', 'Eman', 'Esimbi', 'Eton', 'Evant', 'Ewondo', 'Fang', 'Fefe', 'Gavar', 'Gbaya-Mbodomo', 'Ghomálá', 'Gidar', 'Gimme', 'Gimnime', 'Giziga', 'Glavda', 'Gude', 'Gvoko', 'Gyele', 'Hdi', 'Hijuk', 'Hya', 'Iceve-Maci', 'Ipulo', 'Isu', 'Iyasa', 'Iyive', 'Jimjimen', 'Jina', 'Jukun_Takum', 'Kako', 'Kamkam', 'Karang', 'Kare', 'Kasabe', 'Kemedzung', 'Kendem', 'Kenswei_Nsei', 'Kenyang', 'Kera', 'Kol', 'Kolbila', 'Kom', 'Koma', 'Koonzime', 'Koshin', 'Kuk', 'Kung', 'Kuo', 'Kutep', 'Kwaja', 'Kwakum', 'Kwanja', 'Kwasio', 'Kwa', 'Lagwan', 'Laimbue', 'Lamnso', 'Labi', 'Lefa', 'Leti', 'Lidzonka', 'Limbum', 'Longto', 'Mada', 'Mafa', 'Majera', 'Makaa', 'Malgbe', 'Malimba', 'Mambai', 'Manta', 'Masana', 'Maslam', 'Matal', 'Mazagway-Hidi', 'Mbessa', 'Mbo', 'Mbonga', 'Mbudum', 'Mbuk', 'Mbuko', 'Mbule', 'Mbum', 'Medumba', 'Mefele', 'Mendankwe-Nkwen', 'Mengaka', 'Mengisa', 'Menka', 'Merey', 'Mesaka', 'Meta', 'Mfumte', 'Mina', 'Mmaala', 'Mmen', 'Mofu-Gudur', 'Mokpwe', 'Moloko', 'Mom_Jango', 'Mono', 'Mpade', 'Mpiemo', 'Mpumpong', 'Mser', 'Mubako', 'Mundabli', 'Mundang', 'Mundani', 'Mungaka', 'Mungbam', 'Musey', 'Musgu', 'Muyang', 'Naami', 'Nagumi', 'Naki', 'Nchane', 'Ndai', 'Ndanda', 'Ndemli', 'Ndoola', 'Ngamambo', 'Ngambay', 'Ngemba', 'Ngie', 'Ngiemboon', 'Ngomba', 'Ngombale', 'Ngoshie', 'Ngwe', 'Ngwo', 'Nimbari', 'Nizaa', 'Njen', 'Njyem', 'Nkongho', 'Nomaande', 'Noone', 'North_Fali', 'North_Giziga', 'North_Mofu', 'Northwest_Gbaya', 'Nubaca', 'Nugunu', 'Nyokon', 'Nzakambay', 'Nzanyi', 'Oblo', 'Oku', 'Oroko', 'Osatu', 'Pam', 'Pana', 'Parkwa', 'Pere', 'Pinyin', 'Pol', 'Psikye', 'Pévé', 'Samba_Leko', 'Sari', 'Sharwa', 'Shuwa_Arabic', 'South_Fali', 'Supapya', 'Swo', 'Tibea', 'Tigon_Mbembe', 'Tikar', 'Tiv', 'To', 'Tsuvan', 'Tuki', 'Tunen', 'Tuotomb', 'Tupuri', 'Twendi', 'Usaghade', 'Vame', 'Vemgo-Mabas', 'Vengo', 'Vute', 'Wandala', 'Wawa', 'Weh', 'Wumboko', 'Wushi', 'Wuzlam', 'Yamba', 'Yambeta', 'Yangben', 'Yemba', 'Yeni', 'Yerwa_Kanuri', 'Yukuben', 'Zhoa', 'Zizilivakan', 'Zulgo-Gemzek', 'Zumaya'])",279,"['Institutional', '11', 'Stable', '166', 'Endangered', '96', 'Extinct', '9']","dict_keys(['Niger-Congo', 'Afro-Asiatic', 'Unclassified', 'Nilo-Saharan', 'Creole'])"
Canada,"Canada is a country in the Americas that is home to 38,666,000 people. It is also home to 81 living indigenous languages. It was also home to 4 indigenous languages that are now extinct. In addition, 18 living non-indigenous languages are established within the country. Two of these, English and French, are the official languages of the country. In formal education, 2 indigenous languages are used as languages of instruction.",CA,9093510,1945,North America,"dict_keys(['Algonquin', 'Assiniboine', 'Atikamekw', 'Babine', 'Beaver', 'Bella_Coola', 'Beothuk', 'Blackfoot', 'Carrier', 'Cayuga', 'Central_Ojibwa', 'Chilcotin', 'Chinook_Wawa', 'Clallam', 'Comox', 'Dene', 'Ditidaht', 'Eastern_Canadian_Inuktitut', 'Eastern_Ojibwa', 'Gitxsan', 'Gwich in', 'Haisla', 'Halkomelem', 'Heiltsuk', 'Hutterisch', 'Innu', 'Inuinnaqtun', 'Inuit_Sign_Language', 'Kaska', 'Kutenai', 'Kwakwala', 'Lakota', 'Laurentian', 'Lillooet', 'Malecite-Passamaquoddy', 'Maritime_Sign_Language', 'Mi kmaq', 'Mohawk', 'Moose_Cree', 'Munsee', 'Naskapi', 'Nisga a', 'North_Slavey', 'Northern_East_Cree', 'Northern_Haida', 'Northern_Straits_Salish', 'Northern_Tutchone', 'Northwestern_Ojibwa', 'Nuu-chah-nulth', 'Oji-Cree', 'Okanagan', 'Oneida', 'Onondaga', 'Ottawa', 'Pentlatch', 'Plains_Cree', 'Plains_Indian_Sign_Language', 'Quebec_Sign_Language', 'Sarsi', 'Sechelt', 'Sekani', 'Seneca', 'Shuswap', 'South_Slavey', 'Southern_Carrier', 'Southern_East_Cree', 'Southern_Haida', 'Southern_Tutchone', 'Squamish', 'Stoney', 'Swampy_Cree', 'Tagish', 'Tahltan', 'Thompson', 'Tlicho', 'Tlingit', 'Tsetsaut', 'Tsimshian', 'Tuscarora', 'Tutelo', 'Upper_Tanana', 'Wendat', 'Western_Abenaki', 'Western_Ojibwa', 'Woods_Cree'])",85,"['Institutional', '1', 'Stable', '5', 'Endangered', '75', 'Extinct', '4']","dict_keys(['Algic', 'Eyak-Athabaskan', 'Salish', 'Iroquoian', 'Wakashan', 'Sign language', 'Siouan-Catawban', 'Tsimshian', 'Eskimo-Aleut', 'Haida', 'Indo-European', 'Language isolate', 'Pidgin', 'Unclassified'])"
Central_African_Republic,"The Central African Republic is a country in Africa that is home to 5,017,000 people. It is also home to 66 living indigenous languages. In addition, 7 living non-indigenous languages are established within the country. One of these, French, is the official language of the country.",CF,622980,1960,Africa,"dict_keys(['Ali', 'Banda-Bambari', 'Banda-Banda', 'Banda-Mbrès', 'Banda-Ndélé', 'Banda-Yangere', 'Bhogoto', 'Birri', 'Bodo', 'Bofi', 'Buraka', 'Dagba', 'Dendi', 'Furu', 'Ganzi', 'Gbanu', 'Gbanziri', 'Gbaya-Bossangoa', 'Gbaya-Bozoum', 'Gbayi', 'Geme', 'Gubu', 'Gula', 'Gundi', 'Kabba', 'Kako', 'Kara', 'Kare', 'Kpagua', 'Kpatili', 'Laka', 'Langbashe', 'Limassa', 'Luto', 'Mandja', 'Mbangi', 'Mbati', 'Mbay', 'Mid-Southern_Banda', 'Monzombo', 'Ngam', 'Ngando', 'Ngbaka_Manza', 'Ngbaka_Ma bo', 'Ngombe', 'Northwest_Gbaya', 'Nzakara', 'Pana', 'Pande', 'Riverain_Sango', 'Runga', 'Sango', 'Sara_Kaba', 'Sere', 'South_Central_Banda', 'Southwest_Gbaya', 'Suma', 'Togbo-Vara_Banda', 'Ukhwejo', 'Vale', 'West_Central_Banda', 'Yaka', 'Yakoma', 'Yulu', 'Zande'])",65,"['Institutional', '1', 'Stable', '51', 'Endangered', '14', 'Extinct', '0']","dict_keys(['Niger-Congo', 'Nilo-Saharan', 'Creole', 'Unclassified'])"
Chad,"Chad is a country in Africa that is home to 16,426,000 people. It is also home to 123 living indigenous languages. It was also home to 4 indigenous languages that are now extinct. In addition, 6 living non-indigenous languages are established within the country. Two of these, French and Standard Arabic, are the official languages of the country. In formal education, 1 indigenous language is used as a language of instruction.",TD,1259200,1960,Africa,"dict_keys(['Adamawa_Fulfulde', 'Amdang', 'Assangori', 'Bagirmi', 'Bagirmi_Fulfulde', 'Barein', 'Bedjond', 'Berakou', 'Besme', 'Bidiyo', 'Birgit', 'Bolgo', 'Bon_Gula', 'Boor', 'Bua', 'Buduma', 'Buso', 'Chadian_Sign_Language', 'Chadian_Spoken_Arabic', 'Dangaléat', 'Dar_Daju_Daju', 'Dar_Sila_Daju', 'Day', 'Dazaga', 'Disa', 'Fania', 'Fongoro', 'Fur', 'Gabri', 'Gadang', 'Gidar', 'Gor', 'Goundo', 'Gula', 'Gula_Iro', 'Gulay', 'Herdé', 'Horo', 'Jaya', 'Jonkor_Bourmataguil', 'Kaba', 'Kabalai', 'Kajakse', 'Kanembu', 'Karang', 'Karanga', 'Kendeje', 'Kenga', 'Kera', 'Kibet', 'Kim', 'Kimré', 'Koke', 'Kujarge', 'Kulfa', 'Kuo', 'Kwang', 'Laal', 'Lagwan', 'Laka', 'Lele', 'Luto', 'Maba', 'Mabire', 'Majera', 'Malgbe', 'Mambai', 'Mango', 'Mararit', 'Marba', 'Marfa', 'Masalit', 'Masana', 'Maslam', 'Masmaje', 'Massalat', 'Mawa', 'Mbara', 'Mbay', 'Mesme', 'Migaama', 'Miltu', 'Mogum', 'Morom', 'Mpade', 'Mser', 'Mubi', 'Mukulu', 'Mulgi', 'Mundang', 'Musey', 'Musgu', 'Muskum', 'Naba', 'Nancere', 'Ndam', 'Ngam', 'Ngambay', 'Ngete', 'Niellim', 'Noy', 'Nzakambay', 'Pana', 'Pévé', 'Runga', 'Saba', 'Sar', 'Sara_Kaba_Démé', 'Sara_Kaba_Naa', 'Sarua', 'Sinyar', 'Sokoro', 'Soumraye', 'Surbakhal', 'Tama', 'Tamki', 'Tedaga', 'Tobanga', 'Toram', 'Tumak', 'Tunia', 'Tupuri', 'Ubi', 'Yerwa_Kanuri', 'Zaghawa', 'Zan_Gula', 'Zerenkel'])",127,"['Institutional', '7', 'Stable', '86', 'Endangered', '30', 'Extinct', '4']","dict_keys(['Afro-Asiatic', 'Nilo-Saharan', 'Niger-Congo', 'Language isolate', 'Sign language', 'Unclassified'])"
Chile,"Chile is a country in the Americas that is home to 19,212,000 people. It is also home to 9 living indigenous languages. It was also home to 1 indigeneous language that is now extinct. In addition, 3 living non-indigenous languages are established within the country. One of these, Spanish, is the official language of the country.",CL,743532,1945,South America,"dict_keys(['Central_Aymara', 'Chilean_Sign_Language', 'Huilliche', 'Kunza', 'Mapudungun', 'Puquina', 'Qawasqar', 'Rapa_Nui', 'South_Bolivian_Quechua', 'Yámana'])",10,"['Institutional', '0', 'Stable', '1', 'Endangered', '8', 'Extinct', '1']","dict_keys(['Language isolate', 'Mapudungu', 'Austronesian', 'Aymaran', 'Kaweskaran', 'Quechuan', 'Sign language'])"
